"regiao"	"codigo_uf"	"uf"	"codigo_ibge"	"municipio"	"total"	"porcentagem"	"avaliados"	"abrangencia"	"ano"	"mes"	"faixa_etaria"	"sexo"	"raca_cor"	"povo_comunidade"	"escolaridade"	"povo"
"NORDESTE"	23	"CE"	230700	"JAGUARUANA"	60	95.24	63	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230710	"JARDIM"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230720	"JATI"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230725	"JIJOCA DE JERICOACOARA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230730	"JUAZEIRO DO NORTE"	3	75	4	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230740	"JUCAS"	1	100	1	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230750	"LAVRAS DA MANGABEIRA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230760	"LIMOEIRO DO NORTE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230763	"MADALENA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230765	"MARACANAU"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230770	"MARANGUAPE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230780	"MARCO"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230790	"MARTINOPOLE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230800	"MASSAPE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230810	"MAURITI"	12	80	15	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230820	"MERUOCA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230830	"MILAGRES"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230835	"MILHA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230837	"MIRAIMA"	0	NA	1	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230840	"MISSAO VELHA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230850	"MOMBACA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230860	"MONSENHOR TABOSA"	2	100	2	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230870	"MORADA NOVA"	5	71.43	7	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230890	"MORRINHOS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230900	"MUCAMBO"	0	NA	1	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230910	"MULUNGU"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230920	"NOVA OLINDA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230930	"NOVA RUSSAS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230940	"NOVO ORIENTE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230950	"OROS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230960	"PACAJUS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230970	"PACATUBA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230980	"PACOTI"	2	100	2	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	230990	"PACUJA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231000	"PALHANO"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231010	"PALMACIA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231020	"PARACURU"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231030	"PARAMBU"	7	77.78	9	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231040	"PARAMOTI"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231050	"PEDRA BRANCA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231070	"PENTECOSTE"	7	70	10	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231080	"PEREIRO"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231085	"PINDORETAMA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231090	"PIQUET CARNEIRO"	21	91.3	23	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231095	"PIRES FERREIRA"	10	100	10	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231110	"PORTEIRAS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231120	"POTENGI"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231123	"POTIRETAMA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231126	"QUITERIANOPOLIS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231130	"QUIXADA"	1	100	1	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231135	"QUIXELO"	25	69.44	36	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231140	"QUIXERAMOBIM"	2	100	2	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231150	"QUIXERE"	2	66.67	3	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231160	"REDENCAO"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231170	"RERIUTABA"	4	100	4	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231180	"RUSSAS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231190	"SABOEIRO"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231195	"SALITRE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231220	"SANTA QUITERIA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231210	"SANTANA DO CARIRI"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231230	"SAO BENEDITO"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231240	"SAO GONCALO DO AMARANTE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231250	"SAO JOAO DO JAGUARIBE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231260	"SAO LUIS DO CURU"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231270	"SENADOR POMPEU"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231290	"SOBRAL"	8	80	10	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231300	"SOLONOPOLE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231310	"TABULEIRO DO NORTE"	29	93.55	31	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231320	"TAMBORIL"	33	94.29	35	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231325	"TARRAFAS"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231330	"TAUA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231335	"TEJUCUOCA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231340	"TIANGUA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231350	"TRAIRI"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231355	"TURURU"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231360	"UBAJARA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231390	"URUOCA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231395	"VARJOTA"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231400	"VARZEA ALEGRE"	0	NA	0	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
"NORDESTE"	23	"CE"	231410	"VICOSA DO CEARA"	6	100	6	"Região (NORDESTE) - Estado (TODOS) - Município (TODOS)"	"2017"	"TODOS"	"Idosos"	"TODOS"	"TODOS"	"TODOS"	"TODOS"	"TODOS"
